name,styleUrl,longitude,latitude,ward
AKSA VILLAGE,0,72.797626,19.176516,    P/N   
AMIRA APARTMENTS,0,72.816837,19.181112,    P/N   
JANKALYAN NAGAR,0,72.818618,19.199796,    P/N   
MADH MARKET,0,72.789838,19.141584,    K/W   
"JANTA COLONY, SHIV MANDIR",0,72.83388,19.200132,    R/S   
MALVANI BLOCK NO.6,0,72.819788,19.1892,    P/N   
"MALVANI DEPOT, GAIKWAD NAGAR",0,72.819079,19.183418,    P/N   
MARVE BEACH-ESSEL WORLD,0,72.798803,19.198976,    P/N   
RETREAT HOTEL (MADH),0,72.789178,19.153896,    H/W   
"FIRE BRIGADE, KHARODI COLONY",0,72.821759,19.196573,    P/N   
"BHAYANDER PHATAK, JANAKI RESIDENCY",0,72.852387,19.298298,    R/N   
"HEMGIRI SOCIETY, GANESH MANDIR",0,72.864098,19.235627,    R/N   
BLOOD BANK,0,72.861393,19.2743,    R/N   
KAJUPADA (BORIVALI -E),0,72.8696,19.234,    R/N   
SHREE KOTESHWARI MANDIR,0,72.868865,19.214029,    R/C   
"ANGAN WADI, MANALI VILLAGE",0,72.8662,19.235402,    R/N   
MAGATHANE TELEPHONE EXCHANGE,0,72.867048,19.216034,    R/C   
PUNJAB FOUNDRY (MIRA ROAD),0,72.881703,19.275963,    R/N   
RUSHIVAN,0,72.8729833,19.2364667,    R/N   
SAIKRUPA COMPLEX,0,72.8860667,19.2715167,    R/N   
"SHEETAL NAGAR, MTNL (MIRA ROAD)",0,72.866106,19.283535,    R/N   
ST.XAVIER S HIGH SCHOOL (KASHIMIRA),0,72.8882333,19.2696,    R/N   
VERSOVA BRIDGE (GHODBUNDER RD),0,72.904817,19.284987,    R/N   
GHATKOPAR PIPE LINE,0,72.902516,19.08819,    N   
GHATKOPAR POST OFFICE,0,72.905909,19.087468,    N   
GHATKOPAR STATION (W),0,72.90875,19.08792,    N   
HANUMAN MANDIR (BARVE NAGAR),0,72.903883,19.093737,    N   
HIRANANDANI GARDEN (POWAI),0,72.909302,19.116215,    N   
I.I.T.MARKET (POWAI),0,72.919117,19.128152,    N   
JAIN MANDIR (BHANDUP-W),0,72.937763,19.149792,    T   
JAMBHULPADA,0,72.899816,19.094242,    N   
MEENATAI THACKERAY MAIDAN (ANACIN COMPANY),0,72.9171,19.098637,    N   
MILIND NAGAR (BHANDUP-W),0,72.932077,19.158446,    T   
SAIBABA MANDIR (AMRUT NAGAR),0,72.907768,19.098734,    N   
SUBHASH NAGAR (BHANDUP-W),0,72.944131,19.15926,    T   
PLEASANT PARK (MIRA ROAD),0,72.877118,19.275428,    R/N   
RAJASHREE CINEMA,0,72.863709,19.250967,    R/N   
RAJASHREE CINEMA,0,72.863547,19.251102,    R/N   
SAIKRUPA COMPLEX,0,72.8858667,19.2715833,    R/N   
"MUNICIPAL MARKET, SAIBABA MANDIR-(BORIVALI -E)",0,72.868603,19.241357,    R/N   
"SAMATA NAGAR, BUILDING NO.3&5",0,72.86751,19.205943,    R/S   
SHREE KRISHNA NAGAR (BORIVALI -E),0,72.863177,19.233169,    R/N   
SILVER PARK (MIRA ROAD),0,72.874203,19.282157,    R/N   
THAKUR CINEMA (KANDIVALI-E),0,72.873118,19.210002,    R/C   
THAKUR COMPLEX (KANDIVALI-E),0,72.863885,19.208896,    R/S   
VITTHAL RAKHUMAI MANDIR (DAHISAR-E),0,72.865446,19.257409,    R/N   
DAHISAR BUS STATION,0,72.873549,19.258985,    R/N   
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),0,72.833412,18.940654,    A   
JOHAR CHOWK (BHENDI BAZAAR),0,72.831651,18.958875,    E   
LOHA BHAVAN,0,72.841313,18.952006,    B   
NAVY NAGAR (COLABA),0,72.808967,18.90748,    A   
SANDHURST ROAD STATION,0,72.838819,18.96084,    E   
SWAMI DAYANAND SARASWATI CHOWK (FORT),0,72.836899,18.936979,    A   
WADI BUNDER,0,72.842031,18.957508,    E   
"BHOIWADA, MANE MASTER CHOWK",0,72.844979,19.005491,    F/S   
"BYCULLA STATION (EAST), GLORIA CHURCH",0,72.834383,18.975563,    E   
KHODADAD CIRCLE (DADAR TT),0,72.848949,19.019533,    F/N   
DARUKHANA,0,72.845211,18.972028,    E   
"RAJA SHIVAJI HIGH SCHOOL, HINDU COLONY (DADAR-E)",0,72.847114,19.021402,    F/N   
KANHERI CAVES BASE,0,72.901115,19.208875,    R/C   
"MAHARASHTRA NATURE PARK, P.M.G.P COLONY (DHARAVI)",0,72.861696,19.051801,    F/N   
DATTA MANDIR (INCOME TAX COLONY),0,72.862343,19.13131,    G/N   
KALPATARU ESTATE (MAJAS),0,72.867765,19.139841,    G/N   
MORARJI NAGAR (POWAI),0,72.897548,19.133783,    G/N   
RAMWADI (JOGESHWARI-E),0,72.858554,19.140388,    G/N   
SANJAY NAGAR (JOGESHWARI-E),0,72.855191,19.137685,    G/N   
SEEPZ VILLAGE,0,72.878711,19.129701,    G/N   
SHANKARWADI (JOGESHWARI-E),0,72.8555,19.129581,    G/N   
PANDEY NAGAR,0,72.877605,19.213293,    R/C   
"JAGATDEV N.VARMA CHOWK, KAPOLE NIWAS",0,72.85229,19.023871,    F/N   
RANI LAXMIBAI CHOWK (SION),0,72.864257,19.043247,    F/N   
GHATKOPAR STATION (W),0,72.907962,19.087541,    N   
HIRANANDANI TELEPHONE EXCHANGE (POWAI),0,72.915204,19.118232,    N   
AMAR MAHAL,0,72.90031,19.066263,    M/W   
BHANDUP VILLAGE (E) JUNCTION,0,72.94896,19.155665,    T   
GHATKOPAR BUS STATION,0,72.918272,19.088004,    N   
"PESTOM SAGAR, GLASS FACTORY",0,72.900898,19.069552,    M/W   
KANNAMWAR NAGAR NO.2,0,72.938723,19.120426,    N   
NAHUR STATION (E),0,72.94704,19.154373,    T   
ODEON CINEMA,0,72.910682,19.079438,    N   
PANT NAGAR,0,72.914063,19.083567,    N   
R.T.O.(GHATKOPAR-E),0,72.911035,19.073403,    N   
RAMABAI NAGAR (GHATKOPAR-E),0,72.915946,19.0784,    N   
SANJAY GANDHI UDYAN (NATIONAL PARK),0,72.867735,19.228248,    R/C   
PICNIC POINT ROAD,0,72.883905,19.225247,    R/C   
CHECK POST,0,72.899165,19.209651,    R/C   
N.G.PARK,0,72.871513,19.242985,    R/N   
SIDDHARTH NAGAR (KANDIVALI-E),0,72.871433,19.214645,    R/C   
PANDEY NAGAR,0,72.877719,19.21341,    R/C   
KALAKILLA,0,72.859152,19.048014,    F/N   
RANI LAXMIBAI CHOWK (SION),0,72.862688,19.044448,    F/N   
RANI LAXMIBAI CHOWK (SION),0,72.865423,19.046979,    F/N   
RANI LAXMIBAI CHOWK (SION),0,72.864351,19.043527,    F/N   
LOKMANYA TILAK HOSPITAL (SION),0,72.857412,19.035347,    F/N   
DHARAVI KOLIWADA,0,72.855428,19.048482,    F/N   
"MAHARANA PRATAP CHOWK, MAZGAON POST OFFICE",0,72.840539,18.971411,    E   
PRABODHANKAR THACKERAY UDYAN BUS STATION (SEWREE),0,72.851566,18.998213,    F/S   
SEWREE NAKA,0,72.849751,18.998809,    F/S   
TANK BUNDER,0,72.846215,18.98895,    F/S   
WADALA STATION (W),0,72.85937,19.01784,    F/N   
DADASAHEB SARFARE CHOWK,0,72.84884,19.012757,    F/S   
HINDUSTAN PETROLEUM (REAY ROAD),0,72.855755,18.981259,    E   
A.H.ANSARI CHOWK (NAGPADA),0,72.831794,18.970881,    E   
NEW AGRIPADA,0,72.827298,18.976281,    E   
"MAHARASHTRA COLLEGE, ALEXANDRA CINEMA",0,72.827125,18.96749,    E   
KASTURBA GANDHI CHOWK (C.P.TANK),0,72.825948,18.954426,    B   
KASTURBA GANDHI CHOWK (C.P.TANK),0,72.82552,18.955121,    B   
GANDHI MARKET (KINGS CIRCLE),0,72.859398,19.033578,    F/N   
CENTRAL LABOUR INSTITUTE,0,72.86584,19.049102,    F/N   
BHULESHWAR,0,72.830004,18.952685,    B   
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),0,72.833099,18.94087,    A   
DHOBI GHAT (NAVY NAGAR),0,72.812916,18.906932,    A   
DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),0,72.831963,18.923786,    A   
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS (GPO),0,72.836376,18.938542,    A   
KALBADEVI,0,72.82885,18.946884,    B   
MAHATMA PHULE MARKET (CRAWFORD MARKET),0,72.834264,18.944973,    B   
MANDVI POST OFFICE,0,72.832631,18.956129,    B   
RAILWAY ACCIDENT COURT,0,72.839258,18.943729,    A   
"SASOON DOCK, COLABA FIRE STATION",0,72.826387,18.916067,    A   
TAGORE NAGAR NO.3 (VIKHROLI-E),0,72.932378,19.119726,    N   
MUNICIPAL SCHOOL (KURLA-E),0,72.893275,19.067556,    M/W   
JOGESHWARI VIKHROLI LINK ROAD (KANJURMARG-E),0,72.938755,19.12493,    N   
BABULNATH JUNCTION,0,72.809936,18.959192,    D   
AHILYABAI HOLKAR CHOWK (CHURCHGATE),0,72.826848,18.933088,    A   
DR.AMBEDKAR STATUE (FORT),0,72.829644,18.927055,    A   
"DR.AMBEDKAR NAGAR, DHOBI GHAT COLABA",0,72.819281,18.911481,    A   
G.D.SOMANI SCHOOL,0,72.818565,18.916513,    A   
GYMKHANA,0,72.821435,18.9464,    B   
MANTRALAYA,0,72.824564,18.929129,    A   
JEEVAN BIMA MARG (CHURCHGATE),0,72.825628,18.928145,    A   
MUMBAI GYMKHANA,0,72.829986,18.939278,    A   
SHALIMAR INDUSTRIES LIMITED,0,72.85326,19.034718,    F/N   
LABOUR CAMP (DHARAVI),0,72.853279,19.037375,    F/N   
MAHIM PHATAK,0,72.848848,19.043229,    F/N   
GREEN FIELDS,0,72.869172,19.139689,    G/N   
"GUNDAVALI, LION S CLUB",0,72.855867,19.120873,    G/N   
"I.E.S SCHOOL, (J.V.L.R)",0,72.887247,19.128431,    G/N   
KOKAN NAGAR (JOGESHWARI-E),0,72.864803,19.134383,    G/N   
M.H.B.COLONY (JOGESHWARI-E),0,72.862883,19.133768,    G/N   
MILIND NAGAR (POWAI),0,72.890584,19.126318,    G/N   
NAMASKAR,0,72.870704,19.138235,    G/N   
"SEEPZ VILLAGE, RELIANCE ENERGY TRAINING CENTRE",0,72.882418,19.129504,    G/N   
SANJAY NAGAR (JOGESHWARI-E),0,72.85579,19.13689,    G/N   
MAHARANA PRATAP CHOWK (MAZGAON),0,72.84075,18.969117,    E   
NAVJEEVAN SOCIETY (TARDEO),0,72.819711,18.965154,    D   
PETIT HALL,0,72.798631,18.955235,    D   
PT.PALUSKAR CHOWK (OPERA HOUSE)- MARWADI VIDYALAYA,0,72.818169,18.957555,    D   
VASANTRAO NAIK CHOWK (TARDEO),0,72.815387,18.968764,    D   
SAIDHAM,0,72.816954,18.957951,    D   
CHANDAN CINEMA,0,72.827701,19.114738,    K/W   
DAULAT NAGAR (SANTACRUZ-W),0,72.833327,19.089944,    M/E   
JUHU KOLIWADA,0,72.828066,19.085956,    M/E   
JUHU TARA ROAD,0,72.827597,19.090066,    M/E   
RAMKRISHNA MISSION (KHAR-W),0,72.834231,19.076014,    M/E   
ST.TERESA CONVENT SCHOOL (SANTACRUZ-W),0,72.837718,19.076468,    M/E   
SWADESHI MARKET,0,72.828849,18.948565,    B   
VASUDEO BALWANT PHADKE CHOWK (DHOBI TALAO),0,72.829821,18.943226,    B   
VIJAY VALLABH CHOWK (PYDHONIE),0,72.831949,18.954313,    B   
CHINCH BUNDER,0,72.838536,18.958382,    E   
NIRMAN BHAVAN,0,72.846518,18.963546,    E   
R.C.CHURCH,0,72.813899,18.900202,    A   
KHODADAD CIRCLE (DADAR TT),0,72.848826,19.019433,    F/N   
KHODADAD CIRCLE (DADAR TT),0,72.84953,19.016732,    F/N   
DNYANESHWAR NAGAR,0,72.85385,19.005406,    F/S   
HINDU CEMETARY(REAY ROAD),0,72.84722,18.977784,    E   
JAIHIND CINEMA,0,72.835601,18.985284,    E   
JIJAMATA UDYAN (BYCULLA),0,72.834521,18.980902,    E   
N.C.P.A.,0,72.822621,18.925161,    A   
THAKURDWAR (GIRGAON),0,72.823482,18.951027,    B   
WILSON COLLEGE,0,72.810698,18.956185,    D   
AHILYABAI HOLKAR CHOWK (CHURCHGATE),0,72.82851,18.932872,    A   
PT.PALUSKAR CHOWK,0,72.815656,18.954409,    D   
AYYAPA MANDIR (GOREGAON),0,72.831948,19.165179,    H/W   
"BEST NAGAR, OSHIWARA STAFF QUARTERS",0,72.838944,19.153782,    H/W   
GOREGAON (W) BUS STATION,0,72.849185,19.163582,    H/W   
"GOREGAON, OSHIWARA DEPOT",0,72.835779,19.152633,    H/W   
JAWAHAR NAGAR (GOREGAON-W),0,72.846154,19.162198,    H/W   
JOGESHWARI (W) BUS STATION,0,72.847732,19.133976,    G/N   
MOTILAL NAGAR POST OFFICE,0,72.84049,19.159095,    H/W   
SEEPZ BUS STATION,0,72.872678,19.124594,    G/N   
SEEPZ VILLAGE,0,72.87662,19.129953,    G/N   
SHIVAJI CHOWK (ANDHERI-E),0,72.849239,19.111952,    K/W   
"SIDDHESHWAR SOCIETY, GHARONDA",0,72.999146,19.118874,    T   
VIVEKANAND SCHOOL (JUI NAGAR),0,73.013261,19.062995,    N   
BHANDUP STATION (W),0,72.937611,19.144317,    T   
"ISHWAR NAGAR, BHANDUP (W)",0,72.934446,19.144425,    T   
SHETTY VIDYALAYA (POWAI),0,72.905985,19.115636,    N   
GHATKOPAR BUS STATION,0,72.918053,19.088158,    N   
KANNAMWAR NAGAR NO.1,0,72.935601,19.1137,    N   
GOREGAON POLICE STATION,0,72.845834,19.156985,    H/W   
CHARAT SINGH COLONY,0,72.864512,19.11122,    G/N   
KURLA DEPOT,0,72.876619,19.075351,    L   
NAVJEEVAN SOCIETY (KURLA-W),0,72.880228,19.077873,    L   
OLD AGRA ROAD (KURLA-W),0,72.879819,19.078957,    L   
VILE PARLE (W),0,72.839447,19.10218,    M/E   
JUHU HOTEL,0,72.827081,19.105171,    K/W   
AIR INDIA QUARTERS,0,72.868692,19.080244,    L   
HOLY CROSS SCHOOL (KURLA-W),0,72.885747,19.08242,    L   
KAMANI,0,72.885034,19.08382,    L   
SUNDAR BAUG (KAMANI),0,72.887133,19.086684,    L   
VAKOLA MASJID,0,72.855122,19.081565,    M/E   
VAKOLA POLICE STATION (HANUMAN MANDIR),0,72.846676,19.078714,    M/E   
BABASAHEB WORLIKAR CHOWK (CENTURY BAZAAR),0,72.825521,19.012759,    G/S   
PARSIWADA (CHAKALA),0,72.842822,18.99295,    F/S   
KIDWAI NAGAR,0,72.85418,19.008767,    F/S   
NAIGAON POLICE COLONY,0,72.847285,19.008203,    F/S   
MADKEBUWA CHOWK (PAREL),0,72.838513,19.002768,    F/S   
SEWREE NAKA,0,72.849923,18.997824,    F/S   
SEWREE STATION (W),0,72.853227,18.998458,    F/S   
SHINDEWADI (DADAR-E),0,72.843464,19.011516,    F/S   
T.B.HOSPITAL (KIDWAI NAGAR),0,72.851827,19.005043,    F/S   
WADIA MATERNITY HOSPITAL,0,72.842834,19.002725,    F/S   
SEWREE STORE,0,72.856862,18.987583,    F/S   
"ORDNANCE DEPOT, REAY ROAD (E)",0,72.852355,18.981356,    E   
RAMBHAU BHOGALE MUNICIPAL SCHOOL,0,72.840798,18.981999,    E   
SAHARA (GOREGAON-W),0,72.845332,19.15403,    H/W   
NEW SIDDHARTH NAGAR (GOREGAON-W),0,72.8390833,19.1592167,    H/W   
TECHNICAL SCHOOL (BANDRA-E),0,72.846867,19.063672,    M/E   
DANDPADA,0,72.826583,19.074753,    M/E   
"DR.AMBEDKAR ROAD, KHAR",0,72.829266,19.070066,    M/E   
HILL ROAD GARDEN,0,72.824054,19.05287,    F/N   
KAPDA BAZAR (MAHIM),0,72.83941,19.035824,    F/N   
KHAR STATION (W) ROAD,0,72.837456,19.07074,    M/E   
MAHIM,0,72.840879,19.0413,    F/N   
MAHIM,0,72.841221,19.040415,    F/N   
"MACCHIMAR NAGAR, RAHEJA HOSPITAL (MAHIM)",0,72.843554,19.046117,    F/N   
"PADMASHREE MOHAMMED RAFI CHOWK, BANDRA (W)",0,72.837991,19.052961,    F/N   
"VILE PARLE STATION (E), DINANATH NATYAGRUH",0,72.844618,19.100629,    M/E   
"DR.DATTA SAMANT CHOWK, SAKINAKA",0,72.885157,19.105682,    N   
"GARWARE CHOWK, KOLDONGRI NO.2",0,72.851911,19.10993,    G/N   
KAMANI OIL INDUSTRIES (CHANDIVLI),0,72.890761,19.113327,    N   
MAHILA SANGH (VILE PARLE-E),0,72.852017,19.106904,    G/N   
MAROL VILLAGE,0,72.87928,19.112727,    G/N   
MITTAL ESTATE (MAROL),0,72.880623,19.107623,    G/N   
SAHAR P & T COLONY NO.1,0,72.862055,19.103747,    G/N   
SAHAR CARGO COMPLEX,0,72.865309,19.097615,    M/E   
SHIVAJI CHOWK (ANDHERI-E),0,72.849686,19.110516,    G/N   
LOKMANYA TILAK NAGAR (ASALPHA),0,72.890357,19.101601,    N   
SANGHARSH NAGAR (CHANDIVALI),0,72.901113,19.107911,    N   
"CATERING COLLEGE, SURYAVANSHI HALL",0,72.835163,19.024059,    G/S   
DADAR POLICE STATION,0,72.835465,19.01423,    G/S   
NARAYAN PUJARI NAGAR (WORLI),0,72.813949,18.994763,    G/S   
POLICE CAMP (WORLI),0,72.814697,19.008252,    G/S   
SIDDHIVINAYAK MANDIR (PRABHADEVI),0,72.831719,19.01907,    G/S   
"DR.RAVINDRA KULKARNI CHOWK, SASMIRA (WORLI)",0,72.821058,19.011464,    G/S   
"AMBIKA MILL BUS STATION, H.U.RAKHANGI CHOWK",0,72.82233,18.989376,    E   
"JARIMARI MATA MANDIR, S.T.OFFICE (WORLI)",0,72.815222,18.99462,    G/S   
MUNICIPAL GARAGE (WORLI),0,72.81903,18.995337,    G/S   
"PODDAR HOSPITAL (WORLI), SIDDHARTH NAGAR",0,72.816442,19.000376,    G/S   
DURGA PARMESHWARI MANDIR,0,72.833409,19.219302,    R/S   
WADALA STATION (W),0,72.858896,19.017009,    F/N   
AIR CONDITION MARKET,0,72.81451,18.973064,    D   
AUGUST KRANTI MAIDAN,0,72.810568,18.963005,    D   
BREACH CANDY HOSPITAL,0,72.804693,18.970689,    D   
CUMBALA HILL POST OFFICE,0,72.808796,18.969364,    D   
MAFATLAL PARK,0,72.8058167,18.9734833,    D   
DOCKYARD ROAD RAILWAY STATION,0,72.843647,18.968369,    E   
GODREJ CHOWK (KEMPS CORNER),0,72.808535,18.96388,    D   
VATSALABAI DESAI CHOWK (HAJI ALI),0,72.812415,18.979693,    D   
HYDERABAD ESTATE,0,72.800814,18.956167,    D   
JOHAR CHOWK (BHENDI BAZAAR),0,72.830854,18.958169,    B   
MUMBAI CENTRAL STATION,0,72.818843,18.96902,    D   
MOTI MAHAL (BANDRA-W),0,72.834338,19.06043,    M/E   
NATIONAL COLLEGE (BANDRA-W),0,72.834554,19.062869,    M/E   
RIZVI COMPLEX (CARTER ROAD),0,72.822884,19.066538,    M/E   
SHITALADEVI TEMPLE (MAHIM),0,72.843951,19.035303,    F/N   
UNIT TRUST OF INDIA (BANDRA-W),0,72.828417,19.050054,    F/N   
KHERWADI POLICE STATION,0,72.850192,19.064794,    M/E   
RESERVE BANK OF INDIA (BKC),0,72.853094,19.057596,    L   
HANUMAN MANDIR (KHERWADI),0,72.847667,19.06164,    M/E   
BANDRA (W) BUS STATION,0,72.838959,19.054561,    F/N   
"BHAYANDER PHATAK, JANAKI RESIDENCY",0,72.852247,19.295163,    R/N   
GENERAL ARUN KUMAR VAIDYA MARG JUNCTION (GOREGAON-E),0,72.861205,19.174493,    H/W   
AAREY PUMP HOUSE,0,72.875068,19.154399,    H/W   
"AMARNATH PATIL SPORT COMPLEX, BANGANGA",0,72.914348,19.050819,    M/W   
AGARWADI (MANKHURD),0,72.925883,19.045401,    M/W   
APNA BAZAR (VASHI),0,72.99751,19.07112,    N   
BANUBAI TANDEL MARKET,0,73.01657,19.014182,    M/W   
DEONAR BEST STAFF QUARTERS,0,72.914054,19.047196,    M/W   
CHEETA CAMP,0,72.944769,19.038266,    M/W   
NERUL NAKA,0,73.024513,19.04598,    N   
GAVDEVI CHOWK (SARSOLE),0,73.01467,19.04302,    N   
NERUL NAKA,0,73.024219,19.0471,    N   
NERUL RAILWAY STATION,0,73.016975,19.033967,    M/W   
R.K.STUDIO,0,72.907005,19.04779,    M/W   
SANPADA STATION,0,73.008986,19.06689,    N   
"HINDUSTAN NAKA, C.CHARANSINGH CHOWK",0,72.829443,19.207971,    R/S   
CHARKOP SECTOR 8,0,72.813174,19.214858,    R/S   
PUSHPA HERITAGE (KANDIVALI-W),0,72.838722,19.210675,    R/S   
SAIBABA MANDIR (KANDIVALI-W),0,72.847362,19.21717,    R/S   
HANUMAN MANDIR (KANDIVALI-W),0,72.824315,19.210578,    R/S   
SHIMPAVALI TELEPHONE EXCHANGE,0,72.840805,19.223228,    R/C   
AMBASSADOR HOTEL (SAHAR),0,72.875227,19.103176,    G/N   
BAMANDAYA PADA,0,72.887098,19.123047,    G/N   
C-CROSS ROAD (SEEPZ ),0,72.872061,19.122878,    G/N   
CHANDIVALI JUNCTION,0,72.888196,19.11114,    N   
"DARPAN CINEMA, SAI SERVICE",0,72.854664,19.114584,    G/N   
EKTA SOCIETY,0,72.875064,19.1065,    G/N   
"MUMBAI CENTRAL STATION, RESERVE BANK",0,72.821387,18.969952,    E   
"NANA CHOWK, SHASTRI HALL",0,72.813407,18.963586,    D   
NOORBAUG,0,72.836434,18.962419,    E   
PLAY HOUSE,0,72.822619,18.962166,    D   
PRIYADARSHINI PARK (NAPEAN SEA ROAD),0,72.799218,18.956265,    D   
"RAILWAY HOTEL, CHARNI ROAD JUNCTION",0,72.819913,18.961034,    D   
TWO TANKS,0,72.828544,18.96245,    E   
VASANTRAO NAIK CHOWK (TARDEO),0,72.814988,18.968782,    D   
PARSI GENERAL HOSPITAL,0,72.803432,18.968203,    D   
MAHALAXMI STATION,0,72.823637,18.982231,    E   
ANDHERI FIRE BRIGADE,0,72.841474,19.112155,    K/W   
ARYA SAMAJ MANDIR,0,72.834352,19.079031,    M/E   
NAGRI NIWARA BUILDING NO.16-C,0,72.879906,19.175152,    H/W   
DAIRY RESEARCH INSTITUTE,0,72.867234,19.152327,    H/W   
GOREGAON CHECK NAKA NO.1,0,72.856323,19.166386,    H/W   
HANUMAN NAGAR (GOREGAON-E),0,72.874269,19.173045,    H/W   
HICKSON & DADAJEE,0,72.854164,19.168002,    H/W   
KANDIVALI BUS STATION (E),0,72.853658,19.201807,    R/S   
KURAR VILLAGE,0,72.858518,19.184654,    P/N   
MAHANANDA DAIRY,0,72.856694,19.150478,    H/W   
RADHA MAHESHWARI CHOWK,0,72.850322,19.183701,    P/N   
NIMBORPADA,0,72.882202,19.164285,    H/W   
OBEROI WOODS (GOREGAON-E),0,72.864564,19.169155,    H/W   
PANDURANG WADI,0,72.850662,19.173836,    H/W   
"VASHI SECTOR 9,16, JUHU NAGAR MARKET",0,72.998072,19.07823,    N   
"SAURASHTRA BANK, STATE BANK (VASHI)",0,73.007612,19.079691,    N   
TELECOM FACTORY,0,72.917665,19.044812,    M/W   
"VADAVALI VILLAGE, BORLA SOCIETY",0,72.900812,19.046045,    M/W   
DHOBI GHAT (TROMBAY),0,72.946746,19.035457,    M/W   
GHANSOLI SECTOR 3,0,73.003365,19.114808,    T   
AMRUT NAGAR (VIKHROLI-W),0,72.91192,19.101247,    N   
BABU GENU MARKET,0,72.904167,19.095788,    N   
MHADA COLONY (HIRANANDANI-POWAI),0,72.905149,19.115229,    N   
EKTA NAGAR POLICE CHOWKY- BHANDUP-W,0,72.92669,19.14072,    T   
GURU NANAK SCHOOL (VIKHROLI-W),0,72.917621,19.10413,    N   
HINDUSTAN COMPANY (VIKHROLI-W),0,72.925582,19.121531,    N   
HANUMAN ROAD (VILE PARLE -E),0,72.854061,19.105378,    G/N   
JUMBO DARSHAN (ANDHERI-E),0,72.852545,19.113869,    G/N   
VIJAY NAGAR SOCIETY (ANDHERI-E),0,72.847346,19.114453,    K/W   
WAREHOUSE (SAHAR),0,72.866931,19.102774,    G/N   
AGARKAR CHOWK (ANDHERI-E),0,72.84798,19.118844,    K/W   
ANUSHAKTI NAGAR BUS STATION,0,72.926453,19.042772,    M/W   
"DHARAN TALAO, ASHTAGANDHA SOCIETY",0,73.016417,19.010831,    M/W   
DEONAR VILLAGE,0,72.919782,19.050251,    M/W   
MAROL MAROSHI BUS STATION,0,72.880171,19.118066,    G/N   
"E.S.I.S HOSPITAL, MIDC POLICE STATION",0,72.867901,19.117952,    G/N   
SAINATH NAGAR (MIDC -MAROL),0,72.875541,19.120982,    G/N   
SANGHARSH NAGAR (CHANDIVALI),0,72.901103,19.108064,    N   
JUHU PRABHAT (ANDHERI-E),0,72.828981,19.118235,    K/W   
NANAVATI HOSPITAL,0,72.839595,19.09498,    M/E   
RAHEJA COLLEGE (SANTACRUZ-W),0,72.832352,19.085417,    M/E   
SANTACRUZ DEPOT,0,72.836264,19.089702,    M/E   
SANTACRUZ POLICE STATION,0,72.835688,19.08438,    M/E   
SHOPPERS STOP (ANDHERI-W),0,72.842174,19.116338,    K/W   
VILE PARLE (W),0,72.839466,19.102334,    K/W   
JUHU BUS STATION,0,72.826718,19.107899,    K/W   
"RAJMATA AHILYABAI HOLKAR UDYAN, KURLA LION S PARK",0,72.872702,19.061084,    L   
METRO PLAYING CARDS,0,72.869028,19.073785,    L   
METRO PLAYING CARDS,0,72.869731,19.073857,    L   
MOHAMMAD ESTATE,0,72.870947,19.073813,    L   
PATHANWADI,0,72.858598,19.177048,    H/W   
"SIR ALIYAWAR JUNG, RANI SATI MARG (MALAD-E)",0,72.857883,19.181185,    P/N   
SHREE SAIBABA COMPLEX (GOREGAON-E),0,72.86735,19.168687,    H/W   
SANGITA TALKIES,0,72.851687,19.189926,    P/N   
DINDOSHI SESSION COURT,0,72.867137,19.175706,    H/W   
TIPCO PLAZA COMPANY,0,72.855333,19.183514,    P/N   
AAREY UNIT NO.16,0,72.874862,19.146508,    H/W   
"OM SHIVDARSHAN SOCIETY, HANUMAN NAGAR",0,72.874507,19.171961,    H/W   
GENERAL ARUN KUMAR VAIDYA MARG JUNCTION (GOREGAON-E),0,72.858372,19.174112,    H/W   
SAMBHAJI NAGAR (KANDIVALI-E),0,72.86099,19.200917,    R/S   
ACHARYA VIDYANIKETAN (MAHUL),0,72.890702,19.027603,    F/N   
BHAKTI BHAVAN (CHEMBUR),0,72.890549,19.052663,    M/W   
JAGRUTI NAGAR (GHATKOPAR-W),0,72.901745,19.092047,    N   
JANATA MARKET (BHANDUP-W),0,72.933039,19.142735,    T   
KRUPA BUILDING,0,72.90795,19.094587,    N   
MUNICIPAL GARDEN (VIKHROLI-W),0,72.917715,19.110119,    N   
MINILAND SOCIETY (BHANDUP-W),0,72.933504,19.146864,    T   
"TEMBIPADA PIPE LINE, POLICE STATION (BHANDUP)",0,72.929159,19.155075,    T   
SAHYADRI NAGAR (BHANDUP-W),0,72.92822,19.143069,    T   
"SHIV DARSHAN, TERESA ROAD (BHANDUP-W)",0,72.92724,19.149329,    T   
VIKHROLI DEPOT,0,72.918924,19.100941,    N   
MEENATAI THACKERAY MAIDAN (ANACIN COMPANY),0,72.91767,19.099477,    N   
ANKUR HOSPITAL,0,72.935636,19.13129,    T   
VIKHROLI STATION ROAD (E),0,72.931667,19.109381,    N   
KALAMBOLI,0,73.101913,19.02617,    N   
MAHALAXMI MANDIR (DEONAR),0,72.91965,19.046863,    M/W   
MANKHURD STATION (SOUTH),0,72.930871,19.042646,    M/W   
