name,styleUrl,longitude,latitude,ward
"ACHARYA GARDEN, DIAMOND GARDEN",0,72.900449,19.051411,NW-12
"SAMAJ MANDIR HALL (VASHI), SECTOR 21",0,73.00023,19.082367,NW-25
ADARSH MARKET,0,73.017842,19.013098,NW-9
AGARWADI (MANKHURD),0,72.925921,19.045699,NW-7
ANUSHAKTI NAGAR BUS STATION,0,72.926529,19.04242,NW-7
A.P.M.C SECTOR 26,0,73.010608,19.086864,NW-25
APNA BAZAR (VASHI),0,72.9975,19.070876,NW-25
BALBHARATI VIDYALAYA (KHARGHAR),0,73.062839,19.034101,NW-17
B.A.R.C GATE NO.6,0,72.933797,19.042123,NW-7
BASANT TALKIES,0,72.904137,19.045874,NW-12
BELPADA VILLAGE,0,73.060233,19.029007,NW-17
"SAMATA NAGAR, BONKODE",0,73.005764,19.094932,NW-25
CANARA BANK (KHARGHAR),0,73.064103,19.035446,NW-17
CHEETA CAMP,0,72.944712,19.038429,NW-7
CHINCHOLI TALAO (NAVI MUMBAI),0,73.01754,19.046407,NW-9
A.P.M.C. FRUIT AND VEGETABLE MARKET,0,73.009721,19.076592,NW-25
GANDHI MARKET (CHEMBUR),0,72.896071,19.045736,NW-12
GHANSOLI VILLAGE,0,72.99966,19.12284,NW-5
GHARKUL,0,73.077509,19.037913,NW-17
GOKHALE VIDYALAYA (KHARGHAR),0,73.065921,19.041489,NW-17
GOVANDI STATION ROAD (E),0,72.914186,19.052662,NW-7
HELAN KELLAR INSTITUTE (MAHAPE),0,73.012307,19.113225,NW-5
HIRANANDANI COMPLEX JUNCTION (KHARGHAR),0,73.066543,19.032888,NW-17
I.C.L.SCHOOL (VASHI),0,73.012475,19.073158,NW-25
JALVAYU VIHAR (KHARGHAR),0,73.070287,19.049653,NW-17
"JUI NAGAR, GAONDEVI CHOWK",0,73.017218,19.049208,NW-9
JUI NAGAR RAILWAY STATION,0,73.015463,19.055676,NW-25
KALAMBOLI FIRE BRIGADE,0,73.1052,19.02633,NW-17
KACHWADI,0,72.915953,19.052752,NW-7
KENDRIYA VIHAR (SECTOR 12),0,73.065719,19.037595,NW-17
TEEN TAKI (KOPAR KHAIRANE),0,73.003219,19.104898,NW-5
KOPARA VILLAGE,0,73.072825,19.036841,NW-17
VASHI SECTOR 29,0,73.004897,19.089368,NW-25
MEGA MART,0,73.005516,19.091734,NW-25
"MAHATMA GANDHI HOSPITAL, PANVEL NAKA",0,73.104927,19.018958,NW-17
M.S.E.B.OFFICE (KOPAR KHAIRANE),0,73.002602,19.106858,NW-5
LUCKY HOTEL (KHAIRANI MARG),0,72.895316,19.105162,NW-20
"MAHANT ROAD, VILE PARLE (E)",0,72.852088,19.100282,NW-27
MAHARASHTRA KATA (SAKI NAKA),0,72.888864,19.103046,NW-20
MAROL DEPOT,0,72.865145,19.117914,NW-2
MAROL LIONS CLUB,0,72.875319,19.109852,NW-20
MAROL VILLAGE,0,72.87891,19.112094,NW-20
"MAROL NAKA, MATA RAMABAI AMBEDKAR CHOWK",0,72.878398,19.110034,NW-20
MHADA COLONY (CHANDIVALI),0,72.896787,19.111288,NW-20
MITTAL ESTATE (MAROL),0,72.883664,19.107588,NW-20
MOHILI VILLAGE,0,72.892658,19.098575,NW-20
SHOPPING PLAZA (POWAI),0,72.897481,19.111035,NW-20
SARVODAY (VILE PARLE-W),0,72.852735,19.099848,NW-27
"NEW QUARTERS, MAHARSHI VALMIKI CHOWK",0,72.857494,19.103302,NW-27
OBEROI GARDEN (CHANDIVLI),0,72.893535,19.114828,NW-20
SAHAR P & T COLONY NO.2,0,72.861951,19.103548,NW-27
SAHAR P & T COLONY NO.1,0,72.863254,19.101453,NW-27
PARLE TILAK VIDYALAYA,0,72.847078,19.103088,NW-27
POST OFFICE (POWAI),0,72.888892,19.106018,NW-20
R.B.I. COLONY (ANDHERI-E),0,72.862079,19.110848,NW-27
SAHAR POLICE STATION,0,72.876644,19.102038,NW-20
SAINATH NAGAR (MIDC -MAROL),0,72.875627,19.120946,NW-2
SAMBHAJI NAGAR (VILE PARLE-E),0,72.854795,19.1019,NW-27
CHAKALA (SATAMWADI),0,72.859902,19.11147,NW-27
SHIVPREMI NAGAR,0,72.897829,19.09565,NW-28
STATE BANK (SAKI NAKA),0,72.887922,19.106379,NW-20
"SUMER HOUSE, SURAJ DIAMOND",0,72.873744,19.121532,NW-2
TARUN BHARAT SOCIETY,0,72.86153,19.107848,NW-27
TARUN WELL SOCIETY,0,72.863212,19.107804,NW-27
DOMESTIC AIRPORT TERMINAL 1-B,0,72.855837,19.09349,NW-27
VIJAY NAGAR (MAROL MAROSHI),0,72.880074,19.121363,NW-20
VIJAY NAGAR SOCIETY (ANDHERI-E),0,72.847479,19.114146,NW-27
MAHARASHTRA NAGAR (MANKHURD),0,72.937738,19.051699,NW-7
MAITRI PARK,0,72.905019,19.049669,NW-12
MANDALA,0,72.93564,19.041743,NW-7
MANKHURD OCTROI NAKA,0,72.956235,19.05779,NW-7
MANKHURD STATION (SOUTH),0,72.930415,19.042673,NW-7
"MATHADI BHAVAN, COMMODITY EXCHANGE",0,73.009151,19.078995,NW-25
MILLENNIUM BUSINESS PARK (MAHAPE),0,73.0167833,19.1123833,NW-5
NATHU JOMA PATIL CHOWK,0,73.01402,19.060655,NW-25
NERUL VILLAGE,0,73.015133,19.036651,NW-9
NERUL RAILWAY STATION,0,73.017194,19.034274,NW-9
ONION POTATO MARKET (VASHI),0,73.005786,19.073738,NW-25
PANCHAVATI,0,73.002747,19.116633,NW-5
"REGENCY GARDEN, SBI",0,73.064156,19.044679,NW-17
ASHA USHA COMPANY,0,72.924187,19.108486,NW-16
ASHOK KEDARE CHOWK,0,72.928637,19.147731,NW-36
ASIAN PAINTS,0,72.937628,19.159305,NW-36
BARVE NAGAR,0,72.902066,19.097991,NW-28
BAYER HOUSE,0,72.912371,19.119577,NW-16
BHANDUP POLICE STATION,0,72.937487,19.151382,NW-36
BHANDUP STATION (W),0,72.93782,19.144299,NW-36
BHANDUP STATION (W) ROAD,0,72.936489,19.146711,NW-36
CEAT COMPANY,0,72.943409,19.154878,NW-36
KINGSTON SEZ (POWAI),0,72.913171,19.114256,NW-16
CIBA COMPANY,0,72.928725,19.134758,NW-16
"CIPLA COMPANY, MILITARY CANTEEN",0,72.926097,19.113735,NW-16
DAMODAR PARK,0,72.914469,19.095511,NW-28
DARGAH (VIKHROLI-W),0,72.915419,19.096622,NW-28
DOCKYARD COLONY (KANJURMARG-W),0,72.92672,19.131297,NW-16
"DR.AMBEDKAR UDYAN, POWAI",0,72.893978,19.124657,NW-20
"TEMBIPADA NAKA, VAIBHAV CHOWK",0,72.929577,19.154064,NW-36
EKTA NAGAR POLICE CHOWKY- BHANDUP-W,0,72.926633,19.140729,NW-36
FOREST CLUB (POWAI),0,72.906936,19.114435,NW-20
MANGATRAM PETROLPUMP,0,72.930968,19.13895,NW-36
"GAONDEVI NAKA (BHANDUP-W), MADHUKUN BUILDING",0,72.932115,19.154967,NW-36
GHATKOPAR PIPE LINE,0,72.902878,19.087584,NW-28
GHATKOPAR POLICE STATION,0,72.899799,19.086915,NW-28
GHATKOPAR STATION (W),0,72.908874,19.086818,NW-28
"HIRANANDANI, POWAI BUS STATION",0,72.905643,19.117705,NW-20
GODREJ COMPANY (VIKHROLI-W),0,72.921299,19.104194,NW-16
HANUMAN MANDIR (BHANDUP-W),0,72.943561,19.157544,NW-36
HANUMAN MANDIR (BARVE NAGAR),0,72.903816,19.093719,NW-28
HANUMAN NAGAR (BHANDUP-W),0,72.921747,19.139752,NW-36
HINDUSTAN COMPANY (VIKHROLI-W),0,72.925392,19.121865,NW-16
HIRANANDANI (POWAI),0,72.906716,19.120569,NW-20
I.I.T.MAIN GATE (POWAI),0,72.917046,19.125784,NW-16
I.I.T.MARKET (POWAI),0,72.919621,19.128802,NW-16
INDUSTRIAL ESTATE (VIKHROLI-W),0,72.914515,19.099829,NW-28
JUNGAL MANGAL ROAD (BHANDUP-W),0,72.933837,19.150586,NW-36
KAILAS INDUSTRIAL ESTATE,0,72.917733,19.112215,NW-16
KRUPA BUILDING,0,72.907884,19.094036,NW-28
MEENATAI THACKERAY MAIDAN (ANACIN COMPANY),0,72.917661,19.099504,NW-28
"SHIVAJI MAIDAN, MADINA MASJID",0,72.914542,19.104066,NW-16
MUNICIPAL GARDEN (VIKHROLI-W),0,72.917801,19.109993,NW-16
PARSIK BANK (NERUL),0,73.021433,19.040741,NW-9
PUNJAB WADI (DEONAR),0,72.915062,19.045281,NW-7
R.F.NAIK SCHOOL (KOPAR KHAIRANE),0,73.005023,19.0986,NW-25
R.K.STUDIO,0,72.907053,19.047736,NW-12
RAJ KAPOOR CHOWK (ANUSHAKTI NAGAR),0,72.921513,19.043719,NW-7
R.B.I.COLONY (C.B.D.BELAPUR),0,73.049334,19.022851,NW-17
SAIDHAM SOCIETY (NERUL),0,73.014793,19.011689,NW-9
SANPADA STATION,0,73.009775,19.067956,NW-25
SANPADA TELEPHONE EXCHANGE (SANT NIRANKARI BHAVAN),0,73.013934,19.059137,NW-25
NERUL SECTOR 42,0,73.014984,19.015691,NW-9
"NERUL SECTOR 46, 48",0,73.015666,19.009313,NW-9
"VASHI SECTOR 9,16, JUHU NAGAR MARKET",0,72.998196,19.078555,NW-25
SHAMRAO VITHAL BANK (JUI NAGAR),0,73.003284,19.059628,NW-25
SHIRAVANE VILLAGE,0,73.021959,19.049567,NW-9
GANESH SOCIETY (NERUL),0,73.016517,19.028239,NW-9
SANT RAJINDER SINGH ASHRAM,0,73.00229,19.112956,NW-5
"SAURASHTRA BANK, STATE BANK (VASHI)",0,73.007622,19.079827,NW-25
TELECOM FACTORY,0,72.918368,19.045164,NW-7
TERNA VIDYALAYA (NERUL),0,73.014649,19.038431,NW-9
TERNA ENGINEERING COLLEGE (KOPAR KHAIRANE),0,73.003563,19.11114,NW-5
THANE BELAPUR JUNCTION,0,73.013395,19.067223,NW-25
TURBHE NAKA (JANATA MARKET),0,73.019087,19.069507,NW-25
VASHI BUS STATION,0,72.997757,19.072945,NW-25
VASHI VILLAGE,0,72.987495,19.069586,NW-25
VASHI RAILWAY STATION,0,72.998373,19.06401,NW-25
YASHWANTRAO CHAVAN MARG JUNCTION(VASHI),0,72.996131,19.06851,NW-25
YERALA MEDICAL CENTRE,0,73.060643,19.031798,NW-17
VASHI SECTOR 19,0,73.011842,19.083963,NW-25
CHHEDA NAGAR,0,72.904936,19.069399,NW-12
D.A.V.COLLEGE,0,72.935797,19.138752,NW-36
GANDHI MARKET (GHATKOPAR-E),0,72.904277,19.08099,NW-28
GANDHI NAGAR (KANJURMARG),0,72.925686,19.124982,NW-16
GARODIA PALACE,0,72.906674,19.074414,NW-28
"GARODIA NAGAR, R.T.O",0,72.908042,19.072282,NW-28
KAMRAJ NAGAR (GHATKOPAR-E),0,72.909287,19.073177,NW-28
GHATKOPAR DEPOT,0,72.919764,19.085954,NW-28
GHATKOPAR STATION (E),0,72.908837,19.084777,NW-28
"PESTOM SAGAR, GLASS FACTORY",0,72.901221,19.07078,NW-12
GODREJ COMPANY (VIKHROLI-E),0,72.929131,19.101323,NW-16
GODREJ SOAP COMPANY (VIKHROLI-E),0,72.926082,19.093173,NW-28
JAIN MANDIR (GHATKOPAR-E),0,72.908562,19.081181,NW-28
JANATA MARKET (VIKHROLI-E),0,72.94001,19.121226,NW-16
KANJUR VILLAGE,0,72.936254,19.1326,NW-16
KANNAMWAR NAGAR NO.1,0,72.935591,19.113827,NW-16
KANNAMWAR NAGAR NO.2,0,72.938441,19.120061,NW-16
VIKHROLI POLICE STATION,0,72.937529,19.12119,NW-16
LAXMI NAGAR (GHATKOPAR-E),0,72.915715,19.089801,NW-28
MARATHI VIDYALAYA (GHATKOPAR-E),0,72.916951,19.088528,NW-28
KANNAMWAR NAGAR HOSPITAL,0,72.937226,19.114243,NW-16
NALANDA SOCIETY (GHATKOPAR-E),0,72.912926,19.074831,NW-28
NITYANAND NAGAR,0,72.912731,19.091779,NW-28
POLICE STATION (PANT NAGAR),0,72.91526,19.086531,NW-28
RAILWAY POLICE GROUND (GHATKOPAR-E),0,72.913742,19.077424,NW-28
RAJAWADI HOSPITAL,0,72.904031,19.078885,NW-28
SAHAKAR TALKIES (CHEMBUR-W),0,72.899501,19.068483,NW-12
SAIBABA MANDIR (GHATKOPAR),0,72.910796,19.078354,NW-28
SHANKESHWAR BUILDING,0,72.911035,19.074352,NW-28
SARVODAY MAHABUDDHA VIHAR (TILAK NAGAR CHEMBUR),0,72.892875,19.067976,NW-12
SHIVAI VIDYALAYA (BHANDUP-E),0,72.946356,19.152738,NW-36
SWAMI NARAYAN MANDIR (GHATKOPAR-E),0,72.909333,19.077125,NW-28
TAGORE NAGAR JUNCTION (KANJURMARG-E),0,72.933346,19.124956,NW-16
TAGORE NAGAR NO.5 (VIKHROLI-E),0,72.928879,19.125245,NW-16
TAGORE NAGAR NO.3 (VIKHROLI-E),0,72.932226,19.11978,NW-16
TAGORE NAGAR POST OFFICE (VIKHROLI-E),0,72.932616,19.115118,NW-16
"TAGORE NAGAR UDYAN, VIKHROLI BRIDGE",0,72.933576,19.113339,NW-16
VIKAS VIDYALAYA,0,72.937425,19.118209,NW-16
VIKHROLI STATION ROAD (E),0,72.931999,19.109535,NW-16
VIKHROLI VILLAGE,0,72.930062,19.103617,NW-16
R.T.O.(GHATKOPAR-E),0,72.911102,19.073232,NW-28
SAKHAR BHAVAN,0,72.821167,18.926985,NW-19
BABULNATH JUNCTION,0,72.809441,18.960123,NW-4
SANT MUKTABAI HOSPITAL,0,72.904395,19.097432,NW-28
NAGBABA MANDIR (KAILAS COMPLEX),0,72.917495,19.114221,NW-16
NAHUR RAILWAY STATION,0,72.943618,19.153451,NW-36
NARDAS NAGAR,0,72.928551,19.151597,NW-36
PATKAR COMPOUND (BHANDUP-W),0,72.93065,19.159719,NW-36
PRATAP NAGAR (BHANDUP-W),0,72.923753,19.139093,NW-36
RAMASHRAM (POWAI),0,72.900548,19.120134,NW-20
RAM BHAVAN,0,72.903656,19.091551,NW-28
SAHYADRI NAGAR (BHANDUP-W),0,72.928068,19.143521,NW-36
SAIBABA MANDIR (AMRUT NAGAR),0,72.907787,19.09858,NW-28
SHIPPING CORPORATION (POWAI),0,72.898399,19.122843,NW-20
SHIVAJI TALAO (BHANDUP-W),0,72.929616,19.147649,NW-36
SUBHASH NAGAR (BHANDUP-W),0,72.943884,19.159251,NW-36
TULSHETPADA,0,72.93123,19.160885,NW-36
USHA NAGAR,0,72.941593,19.15215,NW-36
VARSHA NAGAR,0,72.917279,19.106912,NW-16
VIKHROLI DEPOT,0,72.91958,19.101998,NW-16
VIKHROLI PARK SITE,0,72.913221,19.105023,NW-16
VIKHROLI STATION ROAD (W),0,72.925745,19.111603,NW-16
VIKHROLI STATION (W),0,72.927532,19.110718,NW-16
GATE WAY PLAZA (POWAI),0,72.913881,19.124085,NW-16
TATA POWER HOUSE (POWAI),0,72.916193,19.115973,NW-16
HIRANANDANI TELEPHONE EXCHANGE (POWAI),0,72.915242,19.118168,NW-16
ADARSH VIDYALAYA (KANJURMARG-E),0,72.93458,19.136864,NW-36
AMAR MAHAL,0,72.900595,19.066101,NW-12
BHANDUP VILLAGE (E),0,72.950035,19.144219,NW-36
BHANDUP VILLAGE (E) JUNCTION,0,72.94916,19.155728,NW-36
C.G.S.COLONY (BHANDUP-E),0,72.938429,19.142004,NW-36
BABULNATH,0,72.809092,18.95781,NW-4
BACKBAY DEPOT,0,72.817318,18.909745,NW-19
BIRLA KRIDA KENDRA,0,72.814782,18.954336,NW-4
CENTRAL CINEMA,0,72.818314,18.954565,NW-4
CHARNI ROAD RAILWAY STATION,0,72.821099,18.950917,NW-4
CHIRA BAZAR,0,72.824813,18.949664,NW-4
CHOWPATTY BAND STAND,0,72.808685,18.955713,NW-4
AHILYABAI HOLKAR CHOWK (CHURCHGATE),0,72.828795,18.933161,NW-19
TEEN BATTI  (WALKESHWAR),0,72.798333,18.948432,NW-4
THAKURDWAR (GIRGAON),0,72.822267,18.951532,NW-4
VEEJ BHAVAN,0,72.826601,18.921768,NW-19
WANKHEDE STADIUM,0,72.824318,18.93875,NW-19
WHITE HOUSE,0,72.802746,18.951318,NW-4
WILSON COLLEGE,0,72.811135,18.955914,NW-4
WORLD TRADE CENTRE,0,72.818633,18.914968,NW-19
YASHWANTRAO CHAVAN PRATISHTHAN (MANTRALAYA),0,72.825839,18.925543,NW-19
CRICKET CLUB OF INDIA,0,72.822616,18.930736,NW-19
TEEN BAKDA (WALKESHWAR),0,72.80675,18.953462,NW-4
AHILYABAI HOLKAR CHOWK,0,72.827485,18.932943,NW-19
AJIT GLASS FACTORY,0,72.843046,19.146494,NW-31
BANGUR NAGAR,0,72.83532,19.168704,NW-31
BANGUR NAGAR POLICE CHOWKY,0,72.835151,19.166274,NW-31
BEHRAM BAUG,0,72.836868,19.145605,NW-31
"BEST NAGAR, OSHIWARA STAFF QUARTERS",0,72.838935,19.153791,NW-31
BHAGATSINGH NAGAR,0,72.835301,19.156978,NW-31
C.C.I.COLONY (GOREGAON-W),0,72.840088,19.16307,NW-31
"RAJASTHANI SAMMELAN CAMPUS, CHINCHVALI",0,72.845735,19.176733,NW-6
FAROOKH VIDYALAYA,0,72.847648,19.131248,NW-2
FILMISTAN (GOREGAON-W),0,72.845849,19.162848,NW-31
GOREGAON (W) BUS STATION,0,72.849033,19.163853,NW-31
"GOREGAON, OSHIWARA DEPOT",0,72.835636,19.153383,NW-31
HARI NIKETAN SOCIETY,0,72.833176,19.163291,NW-31
INORBIT MALL,0,72.836259,19.17249,NW-6
JAIN MANDIR (GOREGAON-W),0,72.848598,19.160203,NW-31
JOGESHWARI (W) BUS STATION,0,72.848283,19.133868,NW-2
JOGESHWARI TABELA,0,72.845933,19.137833,NW-31
JOGESHWARI TELEPHONE EXCHANGE,0,72.843269,19.14139,NW-31
MITHA NAGAR (GOREGAON-W),0,72.837045,19.163222,NW-31
MOTILAL NAGAR NO.2,0,72.834972,19.164295,NW-31
OSHIWARA BRIDGE,0,72.843121,19.148672,NW-31
RAM MANDIR (GOREGAON-W),0,72.844602,19.152079,NW-31
SHASTRI NAGAR (GOREGAON-W),0,72.834985,19.16032,NW-31
SIDDHARTH NAGAR (GOREGAON-W),0,72.843399,19.159079,NW-31
S.R.A.COLONY (EXTENSION),0,72.848425,19.149434,NW-31
S.R.A COLONY (RAM MANDIR),0,72.848653,19.149371,NW-31
LOKMANYA TILAK NAGAR (GOREGAON-W),0,72.841704,19.163234,NW-31
VIVEK VIDYALAYA,0,72.843552,19.158239,NW-31
"COOPERAGE TELEPHONE EXCHANGE, YASHWANTRAO CHAVAN PRATISHTHAN",0,72.82806,18.925436,NW-19
CUFFE PARADE MACCHIMAR NAGAR,0,72.824649,18.917665,NW-19
"DHOBI GHAT, DR.AMBEDKAR NAGAR (BACKBAY)",0,72.818532,18.910875,NW-19
FREE PRESS JOURNAL MARG,0,72.823553,18.922967,NW-19
BALBHAVAN,0,72.817482,18.951285,NW-4
GAONDEVI POLICE STATION,0,72.812,18.9596667,NW-4
GOVERNMENT LAW COLLEGE,0,72.82414,18.936004,NW-19
GYMKHANA,0,72.822433,18.945235,NW-4
PRESIDENT HOTEL,0,72.820836,18.913316,NW-19
INCOME TAX OFFICE (MARINE LINES),0,72.827272,18.93821,NW-19
MARINE LINES RAILWAY STATION (KALA NIKETAN),0,72.826538,18.941309,NW-19
MAJESTIC CINEMA,0,72.819225,18.955107,NW-4
MANTRALAYA,0,72.823966,18.928261,NW-19
MARINE DRIVE,0,72.823671,18.941469,NW-19
MARINE LINES RAILWAY STATION,0,72.825102,18.944262,NW-4
MUMBAI GYMKHANA,0,72.830414,18.938104,NW-19
PT.PALUSKAR CHOWK (OPERA HOUSE),0,72.81632,18.955033,NW-4
PARSI AGYARI,0,72.801702,18.950052,NW-4
PRINCESS STREET (KALBADEVI),0,72.827028,18.945374,NW-4
"REKHA SADAN, JAIN MANDIR (WALKESHWAR)",0,72.798124,18.948721,NW-4
S.K.PATIL GARDEN (CHARNI ROAD),0,72.821556,18.94921,NW-4
SHITAL BAUG,0,72.804881,18.952566,NW-4
IRANI BRIDGE,0,72.814579,18.959296,NW-4
SUKH SAGAR,0,72.812872,18.956945,NW-4
BANDRA RECLAMATION BUS STATION,0,72.82707,19.04794,NW-29
BANDRA TALAO,0,72.83774,19.058878,NW-29
BANDRA TALKIES,0,72.835555,19.059428,NW-29
"BANDRA TALKIES, SHROFF EYE HOSPITAL",0,72.837179,19.060296,NW-29
TELEPHONE EXCHANGE (BANDRA-W),0,72.836406,19.051216,NW-29
BANK OF INDIA (BANDRA-W),0,72.83133,19.055314,NW-29
"MUNICIPAL OFFICE, BHABHA HOSPITAL (BANDRA-W)",0,72.83396,19.057241,NW-29
DANDPADA,0,72.826146,19.075068,NW-1
ELCO MARKET,0,72.833173,19.055686,NW-29
FATHER AGNEL ASHRAM (BANDRA-W),0,72.819282,19.045278,NW-29
"HILL ROAD GARDEN, MEHBOOB STUDIO",0,72.824207,19.051795,NW-29
MAHIM,0,72.840936,19.040948,NW-29
"KHAR POLICE STATION, SACRED HEART SCHOOL",0,72.837501,19.073911,NW-1
KHAR STATION (W) ROAD,0,72.837418,19.070559,NW-1
L.I.C COLONY (KHAR-W),0,72.829896,19.066154,NW-29
MAHIM MACHHIMAR NAGAR,0,72.843763,19.046334,NW-29
TATA COLONY (BANDRA-E),0,72.856616,19.061925,NW-32
MAHIM PHATAK,0,72.844629,19.044618,NW-29
MAHIM STATION (W),0,72.84696,19.039181,NW-21
MAHIM BUS STATION,0,72.841903,19.043143,NW-29
MAHIM (PARADISE),0,72.841383,19.040388,NW-29
"PADMASHREE MOHAMMED RAFI CHOWK, BANDRA (W)",0,72.837925,19.053286,NW-29
MOTI MAHAL (BANDRA-W),0,72.832647,19.059399,NW-29
"MOUNT CARMEL CHURCH, LILAVATI HOSPITAL",0,72.827448,19.050903,NW-29
NATIONAL COLLEGE (BANDRA-W),0,72.837347,19.063223,NW-29
OLD KHAR,0,72.837336,19.066159,NW-29
PALI HILL NAKA (GURU NANAK ROAD),0,72.829521,19.060282,NW-29
PARIJAT,0,72.830241,19.051095,NW-29
PETIT GIRL S SCHOOL (KHAR-W),0,72.825855,19.070641,NW-1
RIZVI COLLEGE (BANDRA-W),0,72.822901,19.068715,NW-1
SARASWATI VIDYAMANDIR (MAHIM),0,72.847172,19.035233,NW-21
SISTERS BUNGALOW,0,72.821179,19.04873,NW-29
SHITALADEVI TEMPLE (MAHIM),0,72.842271,19.033622,NW-8
ST.XAVIERS TECHNICAL INSTITUTE (MAHIM),0,72.839869,19.044678,NW-29
TOBACCO COMPANY,0,72.826451,19.049746,NW-29
UNIT TRUST OF INDIA (BANDRA-W),0,72.828132,19.049937,NW-29
K.F.C. MARKET (BANDRA-W),0,72.834219,19.065986,NW-29
BANDRA STATION (E),0,72.842047,19.054996,NW-29
BANWARI COMPOUND,0,72.85104,19.046546,NW-21
BHARAT NAGAR (BKC),0,72.859258,19.061638,NW-32
BANDRA (E) BUS STATION,0,72.845305,19.055568,NW-29
INDIAN OIL OFFICE (BKC),0,72.864503,19.060159,NW-32
"GANDHI NAGAR  (BANDRA-E), CHETANA COLLEGE",0,72.847715,19.060249,NW-29
COLLECTOR OFFICE (BANDRA-E),0,72.849615,19.060964,NW-29
BHARAT NAGAR (BANDRA-E),0,72.854619,19.065186,NW-32
DHARAVI PUMPING STATION,0,72.861433,19.047148,NW-21
G.S COLONY (BANDRA-E),0,72.847751,19.063682,NW-29
ICICI BANK (BKC),0,72.861527,19.064891,NW-32
KALA NAGAR (BANDRA-E),0,72.84695,19.0534,NW-29
KALA NAGAR (BANDRA-E) MHADA OFFICE,0,72.847719,19.054584,NW-29
KHERWADI (BANDRA-E),0,72.846651,19.060375,NW-29
LAXMI TOWER (BKC),0,72.86396,19.063817,NW-32
MAHARASHTRA NAGAR (BANDRA-E),0,72.851617,19.064732,NW-29
PATTHAR NAGAR,0,72.855504,19.063777,NW-32
RESERVE BANK OF INDIA (BKC),0,72.853113,19.057894,NW-29
"RANI LAXMIBAI CHOWK, SION STATION",0,72.863086,19.047312,NW-21
SUBHASH NAGAR (BANDRA-E),0,72.847911,19.066058,NW-29
"CARDINAL GRACIAS SCHOOL, TEACHER S COLONY",0,72.846484,19.067746,NW-29
INCOME TAX OFFICE (BKC),0,72.854519,19.05916,NW-29
MUMBAI CRICKET ASSOCIATION EAST GATE,0,72.866214,19.059094,NW-32
BANDRA COLONY,0,72.848521,19.0623,NW-29
BANDRA BUS STATION,0,72.844877,19.055766,NW-29
DIAMOND BOURSE (BKC),0,72.865906,19.066511,NW-32
"KHAR, 14TH ROAD",0,72.832932,19.072336,NW-1
"16TH ROAD, KHAR",0,72.830812,19.073247,NW-1
"DR.AMBEDKAR COLONY, 18TH ROAD KHAR",0,72.829083,19.073833,NW-1
"MUNICIPAL GARDEN, BAND STAND (BANDRA-W)",0,72.819614,19.046362,NW-29
BANDRA (W) BUS STATION,0,72.839767,19.054001,NW-29
GENERAL ARUN KUMAR VAIDYA MARG JUNCTION (GOREGAON-E),0,72.858665,19.177102,NW-6
ADARSH NAGAR NAKA (AAREY COLONY),0,72.8822,19.15085,NW-26
CENTRAL DAIRY (AAREY COLONY),0,72.878975,19.154211,NW-26
AAREY UNIT NO.8,0,72.862121,19.169416,NW-26
ADARSH NAGAR (KURAR VILLAGE),0,72.863289,19.187692,NW-6
APPAPADA,0,72.866635,19.189709,NW-6
ASHOK HOSPITAL,0,72.849929,19.188317,NW-6
BANDONGRI,0,72.861,19.199228,NW-22
BIMBISAR NAGAR,0,72.855822,19.146276,NW-2
ORDNANCE FACTORY (MALAD-E),0,72.855451,19.192151,NW-6
NEW ZEALAND HOSTEL,0,72.87174,19.152212,NW-26
NIMBORPADA,0,72.882431,19.16424,NW-26
NAAGRI NIWARA 1 & 2,0,72.88005,19.172424,NW-26
N.S.C COMPOUND (GOREGAON-E),0,72.85659,19.149619,NW-31
PATHANWADI,0,72.858236,19.178285,NW-6
PERU BAUG,0,72.85234,19.166149,NW-31
PRABHU HOTEL (KURAR VILLAGE MARG JUNCTION),0,72.864378,19.179174,NW-26
PRAVASI INDUSTRIAL ESTATE,0,72.854038,19.17195,NW-6
PUSHPA PARK (MALAD-E),0,72.858154,19.188665,NW-6
R.B.I COLONY (GOREGAON-E),0,72.869915,19.172202,NW-26
RAMGAD (ANITA NAGAR),0,72.878735,19.197466,NW-22
"SIR ALIYAWAR JUNG, RANI SATI MARG (MALAD-E)",0,72.857483,19.181537,NW-6
"MODERN BAKERY, RESERVIOR",0,72.877791,19.144634,NW-2
SAI GARDEN (KANDIVALI-E),0,72.873666,19.199713,NW-22
SHREE SAIBABA COMPLEX (GOREGAON-E),0,72.867455,19.168669,NW-26
SAMANA PARIWAR (MALAD-E),0,72.876093,19.176126,NW-26
SAMBHAJI NAGAR (KANDIVALI-E),0,72.863091,19.200746,NW-22
SANTOSH NAGAR (DINDOSHI),0,72.875507,19.169115,NW-26
SATPUDA SOCIETY,0,72.881401,19.169985,NW-26
STATE BANK COLONY (MALAD-E),0,72.854327,19.180542,NW-6
TRIVENI NAGAR,0,72.863986,19.181965,NW-6
AAREY UNIT NO.2 & 3,0,72.867485,19.164938,NW-26
AAREY UNIT NO.7,0,72.879144,19.158059,NW-26
AAREY UNIT NO.10 (CENTRAL DAIRY),0,72.868909,19.157797,NW-26
AAREY UNIT NO.13 (CENTRAL DAIRY),0,72.865741,19.156154,NW-26
OLD PUSHPA PARK,0,72.856385,19.188664,NW-6
"VANRAI, MHADA COLONY",0,72.857072,19.153992,NW-31
WAGHESHWARI MANDIR,0,72.873165,19.175727,NW-26
